"Series Description","SPOT EXCHANGE RATE - EURO AREA ","UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","CHINA -- SPOT EXCHANGE RATE, YUAN/US$ P.R. ","JAPAN -- SPOT EXCHANGE RATE, YEN/US$ ","SWITZERLAND -- SPOT EXCHANGE RATE, FRANCS/US$ "
"Unit:","Currency:_Per_EUR","Currency:_Per_GBP","Currency:_Per_USD","Currency:_Per_USD","Currency:_Per_USD"
"Multiplier:","1","0.00999999978","1","1","1"
"Currency:","USD","USD","CNY","JPY","CHF"
"Unique Identifier: ","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.SZ"
"Time Period","RXI$US_N.B.EU","RXI$US_N.B.UK","RXI_N.B.CH","RXI_N.B.JA","RXI_N.B.SZ"
2012-11-30,1.3010,1.6027,6.2265,82.5400,0.9264
2012-12-03,1.3066,1.6104,6.2277,82.2400,0.9250
2012-12-04,1.3081,1.6097,6.2254,81.8600,0.9272
2012-12-05,1.3077,1.6102,6.2251,82.4000,0.9262
2012-12-06,1.2968,1.6066,6.2282,82.2900,0.9330
2012-12-07,1.2942,1.6031,6.2299,82.3700,0.9333
2012-12-10,1.2930,1.6068,6.2296,82.3700,0.9330
2012-12-11,1.2992,1.6103,6.2460,82.4200,0.9333
2012-12-12,1.3038,1.6132,6.2502,83.1000,0.9286
2012-12-13,1.3077,1.6130,6.2316,83.5400,0.9243
2012-12-14,1.3134,1.6139,6.2410,83.5200,0.9196
2012-12-17,1.3169,1.6203,6.2360,83.7000,0.9174
2012-12-18,1.3224,1.6256,6.2322,84.0000,0.9130
2012-12-19,1.3260,1.6275,6.2293,84.3200,0.9115
2012-12-20,1.3224,1.6268,6.2297,84.3300,0.9130
2012-12-21,1.3166,1.6167,6.2284,84.1000,0.9172
2012-12-24,1.3179,1.6113,6.2335,84.8100,0.9161
2012-12-25,ND,ND,ND,ND,ND
2012-12-26,1.3228,1.6118,6.2351,85.6200,0.9128
2012-12-27,1.3228,1.6106,6.2358,86.0600,0.9138
2012-12-28,1.3220,1.6157,6.2315,86.1200,0.9130
2012-12-31,1.3186,1.6262,6.2301,86.6400,0.9155
2013-01-01,ND,ND,ND,ND,ND
2013-01-02,1.3195,1.6255,6.2301,87.1000,0.9166
2013-01-03,1.3110,1.6151,6.2301,86.9200,0.9222
2013-01-04,1.3047,1.6036,6.2303,88.1400,0.9262
2013-01-07,1.3099,1.6080,6.2294,87.6800,0.9227
2013-01-08,1.3068,1.6040,6.2235,87.3100,0.9250
2013-01-09,1.3078,1.6024,6.2260,87.9000,0.9244
2013-01-10,1.3220,1.6125,6.2230,88.1600,0.9162
2013-01-11,1.3353,1.6128,6.2156,89.2200,0.9120
2013-01-14,1.3369,1.6077,6.2190,89.3400,0.9174
2013-01-15,1.3342,1.6089,6.2134,88.6500,0.9275
2013-01-16,1.3305,1.6009,6.2160,88.6400,0.9313
2013-01-17,1.3356,1.5991,6.2158,89.4100,0.9331
2013-01-18,1.3303,1.5876,6.2152,89.9000,0.9346
2013-01-21,ND,ND,ND,ND,ND
2013-01-22,1.3304,1.5862,6.2196,88.6200,0.9278
2013-01-23,1.3308,1.5848,6.2178,88.4400,0.9295
2013-01-24,1.3378,1.5789,6.2179,90.0400,0.9288
2013-01-25,1.3456,1.5799,6.2203,91.0400,0.9252
2013-01-28,1.3459,1.5686,6.2240,90.7300,0.9272
2013-01-29,1.3484,1.5751,6.2259,90.6500,0.9216
2013-01-30,1.3564,1.5793,6.2204,91.0500,0.9124
2013-01-31,1.3584,1.5856,6.2186,91.2800,0.9093
2013-02-01,1.3692,1.5744,6.2265,92.5400,0.9030
2013-02-04,1.3527,1.5737,6.2326,92.5700,0.9087
2013-02-05,1.3569,1.5652,6.2292,93.3400,0.9084
2013-02-06,1.3528,1.5655,6.2315,93.5600,0.9100
2013-02-07,1.3382,1.5712,6.2323,93.2400,0.9176
2013-02-08,1.3366,1.5814,6.2323,92.7200,0.9183
2013-02-11,1.3414,1.5668,6.2323,93.4400,0.9186
2013-02-12,1.3450,1.5654,6.2323,93.1400,0.9172
2013-02-13,1.3448,1.5544,6.2323,93.3900,0.9182
2013-02-14,1.3334,1.5502,6.2323,93.1000,0.9232
2013-02-15,1.3362,1.5518,6.2323,93.6400,0.9226
2013-02-18,ND,ND,ND,ND,ND
2013-02-19,1.3387,1.5432,6.2438,93.5400,0.9220
2013-02-20,1.3350,1.5301,6.2371,93.5300,0.9241
2013-02-21,1.3204,1.5263,6.2403,92.9600,0.9317
2013-02-22,1.3166,1.5256,6.2346,93.3500,0.9314
2013-02-25,1.3172,1.5112,6.2337,93.3500,0.9314
2013-02-26,1.3054,1.5125,6.2293,91.3800,0.9326
2013-02-27,1.3104,1.5134,6.2271,91.8800,0.9310
2013-02-28,1.3079,1.5192,6.2213,92.3600,0.9336
2013-03-01,1.2988,1.5033,6.2226,93.3800,0.9448
2013-03-04,1.2996,1.5084,6.2246,93.3200,0.9423
2013-03-05,1.3019,1.5098,6.2208,93.3900,0.9433
2013-03-06,1.2990,1.5036,6.2173,93.6400,0.9470
2013-03-07,1.3098,1.5032,6.2200,95.0000,0.9432
2013-03-08,1.2992,1.4926,6.2145,96.0000,0.9535
2013-03-11,1.3014,1.4898,6.2179,96.1200,0.9496
2013-03-12,1.3023,1.4877,6.2160,95.9600,0.9472
2013-03-13,1.2949,1.4925,6.2137,96.0000,0.9518
2013-03-14,1.2974,1.5039,6.2145,96.1600,0.9512
2013-03-15,1.3076,1.5124,6.2133,95.2600,0.9396
2013-03-18,1.2956,1.5113,6.2156,94.9200,0.9449
2013-03-19,1.2888,1.5118,6.2154,94.8500,0.9460
2013-03-20,1.2950,1.5133,6.2117,95.5100,0.9439
2013-03-21,1.2928,1.5180,6.2141,95.0600,0.9454
2013-03-22,1.2996,1.5239,6.2120,94.4800,0.9402
2013-03-25,1.2881,1.5184,6.2105,94.3400,0.9473
2013-03-26,1.2858,1.5156,6.2108,94.2200,0.9484
2013-03-27,1.2782,1.5112,6.2138,94.3800,0.9534
2013-03-28,1.2842,1.5184,6.2143,94.0200,0.9468
2013-03-29,1.2816,1.5193,6.2108,94.1600,0.9490
2013-04-01,1.2857,1.5232,6.2078,93.3000,0.9460
2013-04-02,1.2836,1.5113,6.1992,93.4300,0.9485
2013-04-03,1.2847,1.5140,6.1962,92.9600,0.9451
2013-04-04,1.2854,1.5198,6.2005,96.1200,0.9458
2013-04-05,1.3027,1.5336,6.2005,96.8600,0.9324
2013-04-08,1.3008,1.5257,6.2031,98.9000,0.9346
2013-04-09,1.3092,1.5317,6.2022,99.0200,0.9317
2013-04-10,1.3060,1.5315,6.1938,99.6100,0.9333
2013-04-11,1.3124,1.5403,6.1961,99.4200,0.9294
2013-04-12,1.3094,1.5373,6.1914,98.9800,0.9290
2013-04-15,1.3082,1.5320,6.1866,98.0000,0.9303
2013-04-16,1.3141,1.5316,6.1824,97.8600,0.9256
2013-04-17,1.3049,1.5255,6.1720,97.7400,0.9306
2013-04-18,1.3072,1.5282,6.1811,98.2200,0.9306
2013-04-19,1.3066,1.5254,6.1772,99.2800,0.9324
2013-04-22,1.3050,1.5262,6.1823,99.2900,0.9349
2013-04-23,1.3012,1.5267,6.1790,99.4300,0.9427
2013-04-24,1.2997,1.5258,6.1782,99.3900,0.9484
2013-04-25,1.3004,1.5434,6.1707,99.4200,0.9455
2013-04-26,1.3024,1.5479,6.1647,97.8400,0.9414
2013-04-29,1.3090,1.5497,6.1647,98.0900,0.9370
2013-04-30,1.3168,1.5539,6.1647,97.5200,0.9298
2013-05-01,1.3192,1.5578,6.1647,97.2800,0.9268
2013-05-02,1.3066,1.5519,6.1560,97.9600,0.9348
2013-05-03,1.3112,1.5563,6.1555,99.1000,0.9340
2013-05-06,1.3067,1.5538,6.1665,99.3500,0.9393
2013-05-07,1.3085,1.5468,6.1539,99.0000,0.9402
2013-05-08,1.3177,1.5563,6.1410,98.9000,0.9349
2013-05-09,1.3105,1.5502,6.1306,99.2900,0.9406
2013-05-10,1.2955,1.5334,6.1415,101.7400,0.9594
2013-05-13,1.2981,1.5291,6.1465,101.8400,0.9576
2013-05-14,1.2969,1.5258,6.1426,102.1800,0.9602
2013-05-15,1.2857,1.5198,6.1454,102.4400,0.9680
2013-05-16,1.2898,1.5302,6.1487,102.2200,0.9618
2013-05-17,1.2818,1.5173,6.1410,102.9800,0.9731
2013-05-20,1.2865,1.5223,6.1386,102.5400,0.9675
2013-05-21,1.2910,1.5170,6.1353,102.3600,0.9680
2013-05-22,1.2864,1.5038,6.1309,103.5200,0.9814
2013-05-23,1.2944,1.5120,6.1337,101.6600,0.9668
2013-05-24,1.2920,1.5126,6.1311,100.9800,0.9621
2013-05-27,ND,ND,ND,ND,ND
2013-05-28,1.2870,1.5061,6.1213,102.0700,0.9734
2013-05-29,1.2944,1.5121,6.1264,100.9100,0.9613
2013-05-30,1.3042,1.5207,6.1307,101.0600,0.9558
2013-05-31,1.2988,1.5185,6.1340,100.8300,0.9583
2013-06-03,1.3098,1.5349,6.1312,99.1800,0.9442
2013-06-04,1.3075,1.5304,6.1285,100.1500,0.9485
2013-06-05,1.3088,1.5392,6.1276,99.1600,0.9422
2013-06-06,1.3248,1.5601,6.1359,97.7600,0.9300
2013-06-07,1.3242,1.5558,6.1333,97.2000,0.9342
2013-06-10,1.3234,1.5556,6.1333,98.8800,0.9357
2013-06-11,1.3278,1.5587,6.1333,96.8200,0.9271
2013-06-12,1.3354,1.5697,6.1333,95.3600,0.9181
2013-06-13,1.3314,1.5698,6.1341,94.2900,0.9234
2013-06-14,1.3330,1.5686,6.1306,94.3400,0.9222
2013-06-17,1.3341,1.5709,6.1248,94.8700,0.9254
2013-06-18,1.3407,1.5625,6.1283,95.2000,0.9186
2013-06-19,1.3404,1.5657,6.1264,95.2200,0.9192
2013-06-20,1.3214,1.5469,6.1277,98.1800,0.9296
2013-06-21,1.3113,1.5373,6.1328,97.4800,0.9354
2013-06-24,1.3091,1.5404,6.1441,97.7000,0.9345
2013-06-25,1.3080,1.5418,6.1448,97.8700,0.9388
2013-06-26,1.3006,1.5332,6.1468,97.4300,0.9432
2013-06-27,1.3016,1.5235,6.1488,98.4000,0.9464
2013-06-28,1.3010,1.5210,6.1374,99.2100,0.9450
2013-07-01,1.3060,1.5247,6.1325,99.6200,0.9452
2013-07-02,1.3017,1.5171,6.1327,100.4300,0.9492
2013-07-03,1.3005,1.5264,6.1301,99.8200,0.9475
2013-07-04,ND,ND,ND,ND,ND
2013-07-05,1.2831,1.4910,6.1324,100.9400,0.9624
2013-07-08,1.2863,1.4932,6.1337,101.0700,0.9644
2013-07-09,1.2774,1.4837,6.1293,101.0800,0.9736
2013-07-10,1.2846,1.4935,6.1336,100.1000,0.9682
2013-07-11,1.3046,1.5127,6.1350,98.8000,0.9496
2013-07-12,1.3048,1.5108,6.1373,99.3900,0.9468
2013-07-15,1.3039,1.5088,6.1373,100.0400,0.9508
2013-07-16,1.3144,1.5122,6.1345,99.3700,0.9408
2013-07-17,1.3094,1.5184,6.1351,99.7000,0.9428
2013-07-18,1.3078,1.5193,6.1408,100.6000,0.9468
2013-07-19,1.3142,1.5260,6.1377,100.3000,0.9401
2013-07-22,1.3193,1.5366,6.1404,99.6000,0.9357
2013-07-23,1.3212,1.5354,6.1369,99.7600,0.9368
2013-07-24,1.3228,1.5367,6.1358,100.2100,0.9354
2013-07-25,1.3234,1.5333,6.1346,99.5600,0.9336
2013-07-26,1.3269,1.5368,6.1316,98.2400,0.9289
2013-07-29,1.3262,1.5355,6.1323,97.8000,0.9308
2013-07-30,1.3266,1.5244,6.1315,98.0200,0.9298
2013-07-31,1.3282,1.5177,6.1284,98.3500,0.9284
2013-08-01,1.3217,1.5145,6.1302,99.3000,0.9353
2013-08-02,1.3268,1.5277,6.1293,99.0400,0.9293
2013-08-05,1.3257,1.5347,6.1245,98.5400,0.9302
2013-08-06,1.3296,1.5367,6.1215,97.8500,0.9266
2013-08-07,1.3329,1.5514,6.1190,96.7200,0.9222
2013-08-08,1.3392,1.5555,6.1207,96.0300,0.9194
2013-08-09,1.3338,1.5507,6.1217,96.2400,0.9221
2013-08-12,1.3312,1.5475,6.1218,96.4400,0.9248
2013-08-13,1.3247,1.5451,6.1217,98.0600,0.9340
2013-08-14,1.3256,1.5531,6.1191,98.1500,0.9354
2013-08-15,1.3263,1.5573,6.1123,97.8100,0.9334
2013-08-16,1.3321,1.5621,6.1145,97.6000,0.9269
2013-08-19,1.3348,1.5665,6.1227,97.9400,0.9247
2013-08-20,1.3426,1.5678,6.1241,97.1200,0.9178
2013-08-21,1.3368,1.5678,6.1229,97.6600,0.9211
2013-08-22,1.3362,1.5580,6.1206,98.5300,0.9236
2013-08-23,1.3392,1.5578,6.1200,98.5700,0.9207
2013-08-26,1.3369,1.5568,6.1202,98.6400,0.9229
2013-08-27,1.3387,1.5528,6.1212,97.3000,0.9186
2013-08-28,1.3326,1.5520,6.1202,97.6500,0.9221
2013-08-29,1.3228,1.5488,6.1203,98.4600,0.9316
2013-08-30,1.3196,1.5468,6.1193,98.2200,0.9313
2013-09-02,ND,ND,ND,ND,ND
2013-09-03,1.3164,1.5544,6.1204,99.4300,0.9363
2013-09-04,1.3212,1.5643,6.1199,99.6100,0.9356
2013-09-05,1.3120,1.5593,6.1194,100.0800,0.9437
2013-09-06,1.3166,1.5633,6.1202,99.0400,0.9385
2013-09-09,1.3260,1.5724,6.1209,99.5500,0.9314
2013-09-10,1.3260,1.5731,6.1195,100.2200,0.9344
2013-09-11,1.3301,1.5807,6.1183,100.0800,0.9314
2013-09-12,1.3315,1.5819,6.1178,99.2400,0.9286
2013-09-13,1.3276,1.5861,6.1186,99.3800,0.9319
2013-09-16,1.3350,1.5927,6.1198,98.9800,0.9258
2013-09-17,1.3357,1.5901,6.1213,99.1600,0.9266
2013-09-18,1.3351,1.5965,6.1210,99.0400,0.9260
2013-09-19,1.3527,1.6043,6.1210,99.3300,0.9112
2013-09-20,1.3522,1.6021,6.1210,99.3800,0.9104
2013-09-23,1.3520,1.6066,6.1201,98.7600,0.9100
2013-09-24,1.3490,1.6006,6.1208,98.7600,0.9114
2013-09-25,1.3536,1.6080,6.1190,98.6200,0.9082
2013-09-26,1.3484,1.6012,6.1194,98.9500,0.9105
2013-09-27,1.3537,1.6135,6.1179,98.3000,0.9050
2013-09-30,1.3535,1.6179,6.1200,98.2900,0.9041
2013-10-01,1.3534,1.6208,6.1200,98.0500,0.9064
2013-10-02,1.3592,1.6224,6.1200,97.3600,0.9017
2013-10-03,1.3642,1.6169,6.1200,97.0800,0.8972
2013-10-04,1.3582,1.6069,6.1200,97.2000,0.9052
2013-10-07,1.3569,1.6082,6.1200,97.0200,0.9050
2013-10-08,1.3582,1.6089,6.1206,96.9400,0.9040
2013-10-09,1.3513,1.5943,6.1209,97.2300,0.9104
2013-10-10,1.3535,1.5975,6.1156,98.0900,0.9104
2013-10-11,1.3559,1.5945,6.1204,98.4200,0.9103
2013-10-14,ND,ND,ND,ND,ND
2013-10-15,1.3494,1.5974,6.1026,98.5800,0.9152
2013-10-16,1.3490,1.5904,6.0996,98.9000,0.9163
2013-10-17,1.3664,1.6166,6.0980,97.8500,0.9028
2013-10-18,1.3693,1.6184,6.0966,97.7700,0.9013
2013-10-21,1.3672,1.6149,6.0924,98.1400,0.9019
2013-10-22,1.3778,1.6221,6.0925,98.1800,0.8947
2013-10-23,1.3786,1.6171,6.0833,97.2800,0.8918
2013-10-24,1.3810,1.6186,6.0815,97.3600,0.8916
2013-10-25,1.3794,1.6158,6.0838,97.4600,0.8939
2013-10-28,1.3786,1.6131,6.0853,97.7000,0.8954
2013-10-29,1.3770,1.6059,6.0897,98.0900,0.8982
2013-10-30,1.3771,1.6078,6.0936,98.1400,0.8964
2013-10-31,1.3594,1.6068,6.0943,98.1000,0.9056
2013-11-01,1.3488,1.5922,6.0993,98.7800,0.9124
2013-11-04,1.3516,1.5950,6.0980,98.6200,0.9106
2013-11-05,1.3470,1.6044,6.0966,98.6000,0.9126
2013-11-06,1.3530,1.6080,6.0925,98.6000,0.9109
2013-11-07,1.3390,1.6069,6.0906,98.5600,0.9184
2013-11-08,1.3357,1.5995,6.0903,99.0300,0.9220
2013-11-11,ND,ND,ND,ND,ND
2013-11-12,1.3428,1.5916,6.0917,99.6500,0.9176
2013-11-13,1.3456,1.6033,6.0926,99.3100,0.9155
2013-11-14,1.3468,1.6077,6.0920,99.9300,0.9152
2013-11-15,1.3480,1.6107,6.0920,100.1700,0.9152
2013-11-18,1.3520,1.6110,6.0918,100.0400,0.9121
2013-11-19,1.3529,1.6110,6.0924,100.1400,0.9114
2013-11-20,1.3451,1.6150,6.0925,100.0200,0.9158
2013-11-21,1.3470,1.6155,6.0914,100.9500,0.9146
2013-11-22,1.3547,1.6211,6.0935,101.2900,0.9072
2013-11-25,1.3502,1.6146,6.0916,101.7000,0.9125
2013-11-26,1.3555,1.6187,6.0925,101.3800,0.9080
2013-11-27,1.3563,1.6267,6.0922,102.1800,0.9091
2013-11-28,ND,ND,ND,ND,ND
2013-11-29,1.3606,1.6373,6.0922,102.4500,0.9047
2013-12-02,1.3552,1.6365,6.0927,103.0400,0.9076
2013-12-03,1.3604,1.6416,6.0914,102.3600,0.9030
2013-12-04,1.3555,1.6352,6.0913,102.4800,0.9052
2013-12-05,1.3664,1.6328,6.0903,101.8200,0.8976
2013-12-06,1.3690,1.6327,6.0815,102.8800,0.8939
2013-12-09,1.3726,1.6403,6.0643,103.2200,0.8914
2013-12-10,1.3765,1.6424,6.0705,102.8000,0.8876
2013-12-11,1.3798,1.6389,6.0712,102.3800,0.8856
2013-12-12,1.3752,1.6326,6.0710,103.1100,0.8902
2013-12-13,1.3724,1.6294,6.0710,103.2800,0.8904
2013-12-16,1.3757,1.6311,6.0713,102.9100,0.8876
2013-12-17,1.3748,1.6254,6.0707,102.6300,0.8870
2013-12-18,1.3766,1.6388,6.0713,103.1800,0.8872
2013-12-19,1.3666,1.6382,6.0711,104.1600,0.8964
2013-12-20,1.3673,1.6355,6.0711,104.0700,0.8952
2013-12-23,1.3701,1.6356,6.0697,104.0600,0.8942
2013-12-24,1.3676,1.6371,6.0712,104.2600,0.8961
2013-12-25,ND,ND,ND,ND,ND
2013-12-26,1.3690,1.6425,6.0744,104.7200,0.8963
2013-12-27,1.3766,1.6491,6.0684,105.0500,0.8893
2013-12-30,1.3816,1.6522,6.0617,105.0000,0.8866
2013-12-31,1.3779,1.6574,6.0537,105.2500,0.8904
2014-01-01,ND,ND,ND,ND,ND
2014-01-02,1.3670,1.6441,6.0504,104.8400,0.8998
2014-01-03,1.3606,1.6424,6.0505,104.4600,0.9044
2014-01-06,1.3636,1.6412,6.0524,104.3800,0.9036
2014-01-07,1.3618,1.6421,6.0507,104.5400,0.9086
2014-01-08,1.3586,1.6461,6.0510,104.8700,0.9102
2014-01-09,1.3591,1.6459,6.0540,104.7400,0.9085
2014-01-10,1.3664,1.6470,6.0519,104.0600,0.9032
2014-01-13,1.3647,1.6379,6.0432,103.3100,0.9026
2014-01-14,1.3682,1.6450,6.0402,103.8000,0.9009
2014-01-15,1.3604,1.6375,6.0459,104.4200,0.9084
2014-01-16,1.3600,1.6335,6.0555,104.3200,0.9064
2014-01-17,1.3554,1.6429,6.0500,104.3200,0.9100
2014-01-20,ND,ND,ND,ND,ND
2014-01-21,1.3560,1.6469,6.0503,104.1400,0.9092
2014-01-22,1.3546,1.6571,6.0508,104.3600,0.9116
2014-01-23,1.3680,1.6612,6.0515,103.6500,0.9002
2014-01-24,1.3680,1.6491,6.0486,102.4100,0.8949
2014-01-27,1.3679,1.6588,6.0478,102.2600,0.8956
2014-01-28,1.3662,1.6581,6.0506,102.8000,0.8984
2014-01-29,1.3663,1.6561,6.0554,102.2000,0.8948
2014-01-30,1.3549,1.6487,6.0600,102.8300,0.9042
2014-01-31,1.3500,1.6450,6.0590,102.2800,0.9052
2014-02-03,1.3523,1.6307,6.0600,101.1100,0.9014
2014-02-04,1.3507,1.6300,6.0600,101.6200,0.9050
2014-02-05,1.3519,1.6308,6.0600,101.3800,0.9042
2014-02-06,1.3604,1.6345,6.0600,101.8400,0.8992
2014-02-07,1.3614,1.6395,6.0629,102.3200,0.8992
2014-02-10,1.3644,1.6419,6.0591,102.1400,0.8967
2014-02-11,1.3654,1.6468,6.0601,102.6300,0.8969
2014-02-12,1.3592,1.6578,6.0614,102.4800,0.9006
2014-02-13,1.3669,1.6643,6.0631,102.2000,0.8944
2014-02-14,1.3690,1.6736,6.0666,101.8200,0.8928
2014-02-17,ND,ND,ND,ND,ND
2014-02-18,1.3758,1.6696,6.0671,102.3100,0.8878
2014-02-19,1.3762,1.6718,6.0762,102.3000,0.8868
2014-02-20,1.3690,1.6640,6.0832,102.3200,0.8912
2014-02-21,1.3722,1.6630,6.0912,102.7100,0.8888
2014-02-24,1.3744,1.6641,6.0982,102.4400,0.8885
2014-02-25,1.3749,1.6696,6.1243,102.2000,0.8870
2014-02-26,1.3668,1.6648,6.1243,102.3600,0.8922
2014-02-27,1.3724,1.6693,6.1279,102.1200,0.8872
2014-02-28,1.3806,1.6750,6.1448,102.0800,0.8810
2014-03-03,1.3763,1.6712,6.1460,101.3600,0.8810
2014-03-04,1.3731,1.6665,6.1430,102.1800,0.8869
2014-03-05,1.3734,1.6729,6.1280,102.3200,0.8872
2014-03-06,1.3848,1.6743,6.1183,103.0300,0.8810
2014-03-07,1.3868,1.6725,6.1258,103.3800,0.8785
2014-03-10,1.3880,1.6633,6.1383,103.2300,0.8781
2014-03-11,1.3867,1.6628,6.1397,103.1800,0.8783
2014-03-12,1.3904,1.6605,6.1448,102.7400,0.8743
2014-03-13,1.3927,1.6677,6.1359,102.1200,0.8726
2014-03-14,1.3924,1.6630,6.1500,101.4600,0.8712
2014-03-17,1.3927,1.6645,6.1779,101.6200,0.8726
2014-03-18,1.3913,1.6574,6.1918,101.3700,0.8743
2014-03-19,1.3910,1.6629,6.1934,101.5400,0.8747
2014-03-20,1.3784,1.6511,6.2273,102.3900,0.8833
2014-03-21,1.3783,1.6498,6.2248,102.3800,0.8836
2014-03-24,1.3784,1.6491,6.1956,102.2100,0.8840
2014-03-25,1.3777,1.6507,6.2010,102.3200,0.8862
2014-03-26,1.3786,1.6566,6.2084,102.3000,0.8854
2014-03-27,1.3752,1.6627,6.2123,102.1000,0.8859
2014-03-28,1.3753,1.6637,6.2117,102.9200,0.8869
2014-03-31,1.3777,1.6675,6.2164,102.9800,0.8840
2014-04-01,1.3804,1.6639,6.2064,103.5200,0.8825
2014-04-02,1.3761,1.6634,6.2054,103.8200,0.8870
2014-04-03,1.3708,1.6583,6.2102,103.9400,0.8921
2014-04-04,1.3704,1.6594,6.2118,103.3900,0.8918
2014-04-07,1.3745,1.6616,6.2118,103.0400,0.8876
2014-04-08,1.3802,1.6743,6.1966,102.1200,0.8836
2014-04-09,1.3816,1.6751,6.2003,101.8500,0.8816
2014-04-10,1.3892,1.6781,6.2123,101.4300,0.8758
2014-04-11,1.3898,1.6736,6.2111,101.5600,0.8748
2014-04-14,1.3824,1.6741,6.2186,101.8100,0.8784
2014-04-15,1.3806,1.6725,6.2215,101.6000,0.8805
2014-04-16,1.3820,1.6794,6.2204,102.3000,0.8813
2014-04-17,1.3832,1.6809,6.2188,102.2200,0.8812
2014-04-18,1.3816,1.6792,6.2240,102.4300,0.8832
2014-04-21,1.3790,1.6792,6.2269,102.5600,0.8851
2014-04-22,1.3804,1.6833,6.2373,102.6000,0.8851
2014-04-23,1.3814,1.6768,6.2374,102.2600,0.8828
2014-04-24,1.3828,1.6797,6.2484,102.3400,0.8817
2014-04-25,1.3838,1.6810,6.2534,102.1200,0.8809
2014-04-28,1.3844,1.6812,6.2520,102.4600,0.8807
2014-04-29,1.3808,1.6829,6.2578,102.5700,0.8845
2014-04-30,1.3870,1.6883,6.2591,102.1400,0.8800
2014-05-01,1.3867,1.6900,6.2591,102.3000,0.8797
2014-05-02,1.3864,1.6865,6.2591,102.3400,0.8789
2014-05-05,1.3884,1.6870,6.2453,102.0600,0.8774
2014-05-06,1.3924,1.6976,6.2255,101.5700,0.8744
2014-05-07,1.3917,1.6964,6.2349,101.7200,0.8758
2014-05-08,1.3864,1.6944,6.2272,101.6600,0.8784
2014-05-09,1.3763,1.6849,6.2270,101.7400,0.8860
2014-05-12,1.3760,1.6871,6.2364,102.1000,0.8876
2014-05-13,1.3711,1.6838,6.2283,102.2000,0.8894
2014-05-14,1.3718,1.6784,6.2282,101.7500,0.8894
2014-05-15,1.3712,1.6791,6.2291,101.4400,0.8898
2014-05-16,1.3708,1.6827,6.2327,101.5000,0.8910
2014-05-19,1.3716,1.6822,6.2368,101.2600,0.8916
2014-05-20,1.3702,1.6847,6.2377,101.2600,0.8916
2014-05-21,1.3657,1.6869,6.2335,101.4400,0.8951
2014-05-22,1.3652,1.6859,6.2348,101.7600,0.8948
2014-05-23,1.3628,1.6822,6.2363,101.8800,0.8958
2014-05-26,ND,ND,ND,ND,ND
2014-05-27,1.3618,1.6800,6.2471,102.1400,0.8977
2014-05-28,1.3596,1.6709,6.2535,101.7800,0.8982
2014-05-29,1.3608,1.6719,6.2375,101.5800,0.8970
2014-05-30,1.3640,1.6764,6.2471,101.7700,0.8944
2014-06-02,1.3606,1.6756,6.2471,102.3000,0.8980
2014-06-03,1.3624,1.6753,6.2536,102.4200,0.8964
2014-06-04,1.3619,1.6747,6.2494,102.6900,0.8956
2014-06-05,1.3618,1.6796,6.2548,102.4400,0.8944
2014-06-06,1.3639,1.6794,6.2498,102.5000,0.8938
2014-06-09,1.3589,1.6798,6.2397,102.5200,0.8974
2014-06-10,1.3543,1.6753,6.2240,102.3700,0.8996
2014-06-11,1.3532,1.6795,6.2277,101.9400,0.8998
2014-06-12,1.3556,1.6853,6.2175,101.8300,0.8982
2014-06-13,1.3522,1.6953,6.2090,102.0600,0.9008
2014-06-16,1.3578,1.6988,6.2250,101.8200,0.8969
2014-06-17,1.3543,1.6965,6.2263,102.1800,0.8998
2014-06-18,1.3567,1.6951,6.2309,102.1600,0.8976
2014-06-19,1.3620,1.7046,6.2287,101.8400,0.8932
2014-06-20,1.3586,1.7014,6.2240,102.1400,0.8960
2014-06-23,1.3593,1.7010,6.2250,101.9000,0.8948
2014-06-24,1.3588,1.6971,6.2308,102.1300,0.8955
2014-06-25,1.3638,1.6986,6.2343,101.7500,0.8918
2014-06-26,1.3610,1.7018,6.2235,101.6600,0.8933
2014-06-27,1.3631,1.7016,6.2180,101.3900,0.8919
2014-06-30,1.3690,1.7105,6.2036,101.2800,0.8868
2014-07-01,1.3681,1.7147,6.1995,101.5100,0.8871
2014-07-02,1.3656,1.7165,6.2101,101.7600,0.8886
2014-07-03,1.3610,1.7152,6.2115,102.1900,0.8934
2014-07-04,ND,ND,ND,ND,ND
2014-07-07,1.3604,1.7128,6.2036,101.8400,0.8934
2014-07-08,1.3614,1.7127,6.2010,101.5300,0.8924
2014-07-09,1.3630,1.7130,6.1994,101.7000,0.8918
2014-07-10,1.3600,1.7122,6.2023,101.2600,0.8926
2014-07-11,1.3598,1.7108,6.2034,101.3300,0.8926
2014-07-14,1.3620,1.7079,6.2059,101.5800,0.8918
2014-07-15,1.3573,1.7149,6.2075,101.6200,0.8953
2014-07-16,1.3530,1.7131,6.2035,101.6900,0.8984
2014-07-17,1.3530,1.7104,6.2033,101.3000,0.8973
2014-07-18,1.3515,1.7069,6.2075,101.3700,0.8989
2014-07-21,1.3524,1.7067,6.2088,101.3400,0.8980
2014-07-22,1.3470,1.7058,6.2025,101.5400,0.9022
